"","ID","alterID","aRelationType","aAge","aGender","aOccupation","aFamilyStatus","aRelationLength","aStrongTieDiscuss","aStrongTieHelp","aF2f","aPhone","aEmail","aSNS","egoAlterDist_m"
"870","SR6060530",0,"Spouse/partner","30-34","Female","Home maker","In a relationship","5-10 years",0,1,"Several times a day","Several times a day","Several times a day","Never",0
"871","SR6060530",1,"Child","0-9","Male","Student","Single","1-5 years",0,1,"Several times a day","Several times a day","Never","Never",0
"872","SR6060530",2,"Child","0-9","Female","Student","Single","1-5 years",1,1,"Several times a day","Several times a day","Never","Never",0
"873","SR6060530",3,"Parent","60-64","Female","Full time","Widowed","More than 10 years",1,1,"1-2 times/month","1-2 times/month","1-2 times/month","Never",71419.911392715
"874","SR6060530",4,"Other friend","30-34","Male","Full time","Single","More than 10 years",0,1,"1-3 times/year","4-11 times/year","1-2 times/month","Never",71419.911392715
"875","SR6060530",5,"Other friend","30-34","Male","Full time","Single","More than 10 years",0,1,"1-3 times/year","4-11 times/year","4-11 times/year","Never",71032.8973171267
"876","SR6060530",6,"Other friend","30-34","Male","Full time","Single","More than 10 years",0,0,"1-3 times/year","4-11 times/year","1-3 times/year","Never",31012.6339466632
"877","SR6070405",0,"Parent","50-54","Female","Full time","Divorced","More than 10 years",1,1,"1-3 times/week","1-2 times/month","Never","Several times a day",40093.5486647148
"878","SR6070405",1,"Parent","over 65","Male","Full time","Divorced","More than 10 years",0,0,"4-11 times/year","1-3 times/year","Never","4-11 times/year",40379.313829509
"879","SR6070405",2,"Grandparent","over 65","Male","Freelance","Married with children","More than 10 years",1,0,"1-2 times/month","Never","Never","Never",40093.5486647148
"880","SR6070405",3,"Grandparent","over 65","Female","Freelance","Married with children","More than 10 years",1,1,"1-2 times/month","1-2 times/month","Never","Never",40093.5486647148
"881","SR6070405",4,"Spouse/partner","25-29","Male","Full time","In a relationship","Less than a year",1,0,"3-4 times/month","3-4 times/month","Never","Several times a day",24828.0185186032
"882","SR6070405",5,"School friend","25-29","Female","Full time","Single","More than 10 years",1,1,"1-2 times/month","1-3 times/year","Never","Several times a day",42460.5703701148
"883","SR6070405",6,"School friend","25-29","Female","Full time","Single","5-10 years",0,0,"4-11 times/year","4-11 times/year","Never","1-3 times/week",78862.4673241732
"884","SR6070405",7,"School friend","25-29","Female","Full time","Single","More than 10 years",0,0,"4-11 times/year","Never","Never","1-2 times/month",30755.5400863
"885","SR6070405",8,"School friend","25-29","Female","Full time","Single","More than 10 years",0,0,"1-3 times/year","Never","Never","4-11 times/year",63176.7971179631
"886","SR6070405",9,"School friend","25-29","Female","Full time","In a relationship","More than 10 years",0,1,"1-3 times/year","Never","Never","1-3 times/year",37905.6376134752
"887","SR6070405",10,"School friend","25-29","Female","Full time","Single","More than 10 years",0,1,"1-3 times/year","1-3 times/year","Never","4-11 times/year",36185.3782122704
"888","SR6070405",11,"School friend","25-29","Female","Student","Married, no children","More than 10 years",0,0,"1-3 times/year","Never","Never","4-11 times/year",582762.264185981
"889","SR6070405",12,"School friend","20-24","Female","Full time","Single","5-10 years",0,0,"4-11 times/year","Never","Never","Several times a day",320045.263404365
"890","SR6070405",13,"School friend","25-29","Female","Full time","Single","5-10 years",1,0,"4-11 times/year","1-3 times/year","Never","4-11 times/year",20315.3308052713
"891","SR6070405",14,"Work friend","25-29","Female","Full time","Single","1-5 years",0,0,"4-7 times/week","1-3 times/year","1-2 times/month","4-11 times/year",2209.16118174063
"892","SR6070405",15,"Work friend","25-29","Male","Full time","Single","1-5 years",0,0,"1-3 times/week","Never","1-3 times/year","4-11 times/year",554.143057739325
"893","SR6070405",16,"Work friend","25-29","Male","Full time","In a relationship","1-5 years",0,0,"1-3 times/week","Never","1-3 times/year","4-11 times/year",554.143057739325
"894","SR6070405",17,"School friend","25-29","Female","Full time","Single","More than 10 years",0,0,"4-11 times/year","Never","Never","4-11 times/year",27697.2599506535
"895","SR6070405",18,"School friend","25-29","Female","Full time","Single","More than 10 years",0,0,"1-3 times/year","Never","Never","4-11 times/year",28241.949894935
"896","SR6070405",19,"School friend","25-29","Female","Full time","Single","More than 10 years",1,0,"1-3 times/year","Never","Never","4-11 times/year",37905.6376134752
"897","SR6070405",20,"Work friend","45-49","Male","Full time","Married with children","1-5 years",1,0,"1-3 times/week","Never","1-2 times/month","Never",2082.28999334841
"898","SR6070405",21,"School friend","25-29","Female","Full time","Married, no children","5-10 years",0,0,"4-11 times/year","Never","Never","4-11 times/year",27697.2599506535
"899","SR6080024",0,"Spouse/partner","50-54","Female","Full time","Married, no children","More than 10 years",0,0,"Several times a day","Never","Several times a day","Never",0
"900","SR6080024",1,"Other relative","60-64","Female","Unemployed/retired","Married with children","More than 10 years",0,0,"4-7 times/week","Never","Never","Never",0
"901","SR6080024",2,"Other relative","45-49","Male","Part time","Single","More than 10 years",1,0,"4-7 times/week","Never","Never","Never",0
"902","SR6080024",3,"Other friend","55-59","Female","Full time","Married with children","More than 10 years",1,0,"Never","Never","Never","Never",380981.3953518
"903","SR6080024",4,"Other friend","55-59","Female","Full time","Married with children","More than 10 years",1,0,"Never","Never","Never","Never",370749.192255615
"904","SR6080024",5,"Parent","60-64","Male","Unemployed/retired","Married with children","More than 10 years",1,0,"1-2 times/month","Never","Never","Never",9501.54347509569
"905","SR6080024",6,"Parent","60-64","Female","Unemployed/retired","Married with children","More than 10 years",0,0,"1-2 times/month","Never","Never","Never",9501.54347509569
"906","SR6090289",0,"Parent","over 65","Female","Unemployed/retired","Married with children","More than 10 years",1,1,"3-4 times/month","1-2 times/month","4-11 times/year","Never",928.770632968183
"907","SR6090289",1,"Parent","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,1,"3-4 times/month","1-2 times/month","4-11 times/year","Never",928.770632968183
"908","SR6090289",2,"Other relative","10-14","Female","Student","Single","5-10 years",1,1,"3-4 times/month","1-2 times/month","Never","Never",928.770632968183
"909","SR6090289",3,"Sibling","40-44","Female","Full time","Divorced","More than 10 years",1,1,"3-4 times/month","1-2 times/month","4-11 times/year","Never",928.770632968183
"910","SR6090289",4,"Spouse/partner","35-39","Female","Full time","Married with children","More than 10 years",0,1,"Several times a day","Several times a day","Several times a day","Never",0
"911","SR6090289",5,"Child","0-9","Male","Student","Single","5-10 years",0,0,"Several times a day","Never","Never","Never",0
"912","SR6120239",0,"Spouse/partner","45-49","Female","Home maker","Married with children","More than 10 years",0,0,"4-7 times/week","4-7 times/week","1-3 times/week","1-3 times/week",0
"913","SR6120239",1,"Child","0-9","Female","Student","Single","5-10 years",0,0,"4-7 times/week","3-4 times/month","Never","Never",0
"914","SR6120239",2,"Parent","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"1-2 times/month","4-11 times/year","Never","Never",1578.51344232721
"915","SR6170083",0,"Other friend","30-34","Female","Freelance","Single","5-10 years",1,1,"1-3 times/week","Never","1-3 times/week","1-3 times/week",33572.4921482392
"916","SR6170083",1,"Other friend","30-34","Female","Freelance","Single","1-5 years",1,0,"3-4 times/month","Never","1-3 times/week","1-3 times/week",13995.4414619311
"917","SR6170083",2,"Other friend","30-34","Female","Freelance","Single","1-5 years",1,1,"1-2 times/month","Never","3-4 times/month","3-4 times/month",34844.4252797337
"918","SR6170083",3,"Other friend","60-64","Female","Freelance","Married with children","5-10 years",1,1,"1-2 times/month","Never","3-4 times/month","3-4 times/month",23604.4990262303
"919","SR6170083",5,"Other friend","40-44","Female","Full time","Single","5-10 years",1,1,"1-3 times/year","Never","4-11 times/year","4-11 times/year",34844.4252797337
"920","SR6170083",6,"Other friend","40-44","Female","Part time","Divorced","1-5 years",1,1,"1-2 times/month","Never","1-3 times/week","1-3 times/week",22712.9639695081
"921","SR6170083",7,"Other friend","55-59","Female","Other","Divorced","5-10 years",0,0,"1-2 times/month","Never","1-2 times/month","1-2 times/month",32720.9203700899
"922","SR6170083",8,"Other friend","50-54","Male","Full time","Single","5-10 years",0,0,"1-2 times/month","Never","1-2 times/month","1-2 times/month",31441.0686360549
"923","SR6170083",9,"Other friend","40-44","Female","Part time","Single","5-10 years",0,0,"1-2 times/month","Never","1-2 times/month","1-2 times/month",31441.0686360549
"924","SR6170083",10,"Other friend","40-44","Male","Full time","Single","5-10 years",0,0,"1-2 times/month","Never","1-2 times/month","1-2 times/month",33444.6143282201
"925","SR6170083",11,"Other friend","40-44","Male","Full time","Single","5-10 years",0,0,"4-11 times/year","Never","1-2 times/month","1-2 times/month",30914.8949523611
"926","SR6170083",12,"Other friend","50-54","Male","Full time","Divorced","5-10 years",0,0,"1-2 times/month","Never","4-11 times/year","4-11 times/year",32988.8270449648
"927","SR6170083",13,"Other friend","50-54","Male","Full time","Married with children","1-5 years",0,1,"1-2 times/month","Never","4-11 times/year","4-11 times/year",34885.7291643758
"928","SR6170083",14,"Other friend","50-54","Female","Full time","Single","5-10 years",0,0,"3-4 times/month","Never","1-2 times/month","1-2 times/month",29634.0494647241
"929","SR6170083",15,"Other friend","30-34","Female","Full time","Single","5-10 years",0,0,"1-2 times/month","Never","1-2 times/month","1-2 times/month",32720.9203700899
"930","SR6170083",17,"Other friend","45-49","Female","Freelance","Single","1-5 years",1,1,"4-11 times/year","Never","1-2 times/month","1-2 times/month",32957.4958448524
"931","SR6170083",18,"Other friend","55-59","Male","Full time","Married with children","5-10 years",1,1,"1-2 times/month","Never","1-3 times/week","1-3 times/week",26467.9251381852
"932","SR6170083",19,"Other friend","45-49","Male","Full time","Single","1-5 years",0,0,"3-4 times/month","Never","1-3 times/week","1-3 times/week",34844.4252797337
"933","SR6170083",20,"Other friend","50-54","Male","Full time","Divorced","5-10 years",0,0,"1-2 times/month","Never","1-2 times/month","1-2 times/month",29634.0494647241
"934","SR6170083",21,"Other friend","50-54","Male","Full time","Divorced","1-5 years",0,0,"1-2 times/month","Never","1-2 times/month","1-2 times/month",29634.0494647241
"935","SR6170083",23,"Other friend","50-54","Female","Other","Single","1-5 years",0,0,"1-2 times/month","Never","1-2 times/month","1-2 times/month",32720.9203700899
"936","SR6180586",0,"School friend","20-24","Male","Student","Single","1-5 years",0,0,"1-3 times/year","Never","Never","Never",3879.55349783519
"937","SR6180586",1,"School friend","20-24","Male","Full time","Single","1-5 years",0,0,"1-3 times/year","Never","Never","Never",3879.55349783519
"938","SR6180586",2,"Parent","45-49","Female","Full time","Married with children","More than 10 years",0,0,"Several times a day","Never","1-3 times/year","Never",0
"939","SR6180586",3,"School friend","20-24","Male","Student","Single","1-5 years",0,0,"1-3 times/year","Never","Never","Never",3879.55349783519
"940","SR6230542",0,"Spouse/partner","45-49","Female","Home maker","Married with children","More than 10 years",0,0,"Several times a day","1-2 times/month","4-7 times/week","Never",0
"941","SR6230542",1,"Child","10-14","Female","Student","Single","More than 10 years",1,1,"Several times a day","4-11 times/year","4-11 times/year","Never",0
"942","SR6230542",2,"Parent","over 65","Male","Unemployed/retired","Married with children","More than 10 years",1,1,"1-3 times/year","1-3 times/year","1-3 times/year","Never",4793.91616488389
"943","SR6230542",3,"Parent","over 65","Female","Home maker","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","1-3 times/year","Never",4793.91616488389
